Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
29/10/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,17,26,86,NA
11/2/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,17,25,89,NA
11/5/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,16,24,91,NA
11/9/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,17,27,98,NA
11/12/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,18,27,94,NA
16/11/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,19,28,96,NA
19/11/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,17,26,89,NA
23/11/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,17,26,86,NA
26/11/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,16,25,95,NA
30/11/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,17,26,97,NA
12/3/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,16,25,92,NA
12/7/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,18,28,102,NA
12/10/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,21,30,98,NA
14/12/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,20,28,105,NA
17/12/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,19,29,101,NA
21/12/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,20,29,91,NA
24/12/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,19,28,87,NA
28/12/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,18,27,99,NA
31/12/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,18,26,92,NA
1/4/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,24,92,NA
1/7/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,25,99,NA
1/11/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,25,91,NA
14/01/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,24,95,NA
18/01/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,23,89,NA
21/01/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,23,86,NA
25/01/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,24,80,NA
28/01/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,25,93,NA
2/1/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,24,97,NA
2/4/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,25,96,NA
2/8/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,26,94,NA
2/11/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,27,102,NA
15/02/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,26,96,NA
18/02/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,24,98,NA
22/02/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,26,101,NA
25/02/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,26,93,NA
3/1/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,27,88,NA
3/4/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,25,91,NA
3/8/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",19,29,104,NA
3/11/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",18,28,98,NA
15/03/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",64,31,112,NA
18/03/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,28,105,NA
22/03/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,29,103,NA
25/03/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,28,98,NA
29/03/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,29,94,NA
4/1/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",18,30,96,NA
4/5/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,27,102,NA
4/8/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",18,27,95,NA
4/12/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,27,103,NA
15/04/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,26,99,NA
19/04/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,26,105,NA
22/04/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,25,95,NA
26/04/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,28,91,NA
29/04/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,26,96,NA
5/3/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,25,98,NA
5/6/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,26,94,NA
5/10/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,25,92,NA
13/05/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,27,96,NA
17/05/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,25,112,NA
20/05/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,25,106,NA
24/05/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,25,103,NA
27/05/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,24,110,NA
31/05/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,25,107,NA
6/3/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,24,101,NA
6/7/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,22,88,NA
6/10/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,24,92,NA
14/06/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,24,96,NA
17/06/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,23,102,NA
21/06/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,23,86,NA
24/06/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,22,84,NA
28/06/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,21,89,NA
7/1/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,23,93,NA
7/5/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,19,82,NA
7/8/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,21,78,NA
7/12/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,20,75,NA
15/07/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,21,79,NA
19/07/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,22,81,NA
22/07/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,21,82,NA
26/07/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,20,76,NA
29/07/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,17,72,NA
8/2/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",9,19,55,NA
8/5/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,18,61,NA
8/9/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,20,68,NA
8/12/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",9,18,57,NA
16/08/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,20,62,NA
19/08/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,20,58,NA
23/08/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,19,55,NA
26/08/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,18,62,NA
30/08/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,20,60,NA
9/2/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,19,63,NA
9/6/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,19,65,NA
9/9/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,21,72,NA
13/09/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,21,70,NA
16/09/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,19,73,NA
20/09/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,22,78,NA
23/09/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,23,74,NA
27/09/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,22,72,NA
30/09/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,22,74,NA
10/4/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,22,82,NA
10/7/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,23,84,NA
10/11/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,22,78,NA
14/10/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,25,75,NA
18/10/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,24,73,NA
21/10/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,23,78,NA
25/10/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,25,81,NA
28/10/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,23,79,NA
11/1/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,22,76,NA
11/4/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,22,83,NA
11/8/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,22,75,NA
11/11/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,23,76,NA
15/11/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,22,72,NA
18/11/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,23,75,NA
22/11/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,22,74,NA
25/11/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,22,70,NA
29/11/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,12,74,NA
12/2/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,12,76,NA
12/6/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,24,88,NA
12/9/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,25,82,NA
13/12/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,24,76,NA
16/12/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,23,74,NA
20/12/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,24,72,NA
23/12/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,22,79,NA
27/12/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,22,76,NA
30/12/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,24,73,NA
1/3/2011,Gujarat,Jamnagar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,24,100,NA
1/6/2011,Gujarat,Jamnagar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,27,107,NA
1/10/2011,Gujarat,Jamnagar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,25,102,NA
13/01/2011,Gujarat,Jamnagar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,28,110,NA
17/01/2011,Gujarat,Jamnagar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,26,103,NA
20/01/2011,Gujarat,Jamnagar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,24,97,NA
24/01/2011,Gujarat,Jamnagar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,24,95,NA
27/01/2011,Gujarat,Jamnagar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,25,91,NA
31/01/2011,Gujarat,Jamnagar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,26,98,NA
2/3/2011,Gujarat,Jamnagar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,28,107,NA
2/7/2011,Gujarat,Jamnagar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,25,101,NA
2/10/2011,Gujarat,Jamnagar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,30,109,NA
14/02/2011,Gujarat,Jamnagar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,27,104,NA
17/02/2011,Gujarat,Jamnagar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,29,109,NA
21/02/2011,Gujarat,Jamnagar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,27,100,NA
24/02/2011,Gujarat,Jamnagar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,24,101,NA
