Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
18/06/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,25,89,NA
19/06/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,27,81,NA
25/06/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,26,87,NA
26/06/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,24,79,NA
7/2/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,29,95,NA
7/3/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,25,88,NA
7/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,28,81,NA
16/07/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,26,89,NA
17/07/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,22,81,NA
18/07/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,21,73,NA
23/07/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,22,78,NA
24/07/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,24,70,NA
30/07/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,27,81,NA
31/07/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,22,62,NA
8/6/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,23,79,NA
8/7/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,19,55,NA
14/08/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,25,64,NA
20/08/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,22,68,NA
21/08/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,19,50,NA
22/08/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,22,78,NA
27/08/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,21,57,NA
28/08/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,19,60,NA
9/3/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,23,68,NA
9/4/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,18,52,NA
9/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,21,62,NA
9/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,16,46,NA
17/09/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,19,51,NA
18/09/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,17,50,NA
24/09/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,18,45,NA
25/09/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,20,62,NA
10/1/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,23,78,NA
10/2/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,25,77,NA
10/4/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,24,70,NA
10/7/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,25,74,NA
10/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,20,55,NA
14/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,23,64,NA
18/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,25,66,NA
21/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,22,74,NA
25/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,31,94,NA
26/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",25,57,135,NA
27/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",18,40,88,NA
28/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,24,60,NA
29/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,19,44,NA
11/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,24,60,NA
16/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,22,71,NA
19/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,20,83,NA
23/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,18,65,NA
26/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,19,79,NA
30/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,25,56,NA
12/3/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,21,65,NA
12/7/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,26,81,NA
12/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,23,63,NA
14/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,27,70,NA
17/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,21,72,NA
21/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,25,64,NA
24/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,28,68,NA
28/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,27,85,NA
31/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,24,62,NA
1/4/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,20,56,NA
1/7/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,18,74,NA
1/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,22,51,NA
14/01/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,45,76,NA
18/01/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,20,64,NA
21/01/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,18,73,NA
25/01/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,18,57,NA
28/01/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,20,75,NA
2/1/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,19,54,NA
2/4/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,19,64,NA
2/8/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,22,60,NA
2/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,21,59,NA
15/02/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,22,80,NA
18/02/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,20,63,NA
22/02/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,20,76,NA
25/02/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,22,68,NA
3/1/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,21,80,NA
3/5/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,24,53,NA
3/8/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,25,67,NA
3/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,23,64,NA
15/03/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,26,86,NA
18/03/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,58,69,NA
22/03/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,21,85,NA
25/03/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,25,72,NA
29/03/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,24,88,NA
4/1/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,27,62,NA
4/5/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,28,66,NA
4/6/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,25,92,NA
4/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,26,76,NA
15/04/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,22,88,NA
19/04/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,24,73,NA
22/04/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,27,90,NA
26/04/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,24,68,NA
29/04/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,26,71,NA
5/3/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,28,75,NA
5/6/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,27,73,NA
5/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,29,91,NA
13/05/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,26,77,NA
17/05/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,24,93,NA
20/05/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,28,80,NA
24/05/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,26,88,NA
27/05/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,30,73,NA
31/05/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,29,69,NA
6/3/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,23,106,NA
6/7/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,27,94,NA
6/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,25,71,NA
14/06/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,32,76,NA
17/06/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,31,81,NA
21/06/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,27,98,NA
24/06/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,23,85,NA
28/06/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,26,91,NA
7/1/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,29,87,NA
7/5/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,25,92,NA
7/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,24,64,NA
15/07/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,23,85,NA
19/07/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,25,78,NA
22/07/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,23,87,NA
26/07/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,28,65,NA
29/07/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,28,70,NA
16/08/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,20,72,NA
17/08/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,22,67,NA
19/08/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,24,54,NA
20/08/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,23,76,NA
23/08/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,22,59,NA
24/08/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,22,82,NA
26/08/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,19,47,NA
27/08/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,19,69,NA
30/08/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,18,54,NA
9/2/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,21,57,NA
9/6/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,19,51,NA
9/9/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,16,48,NA
13/09/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,20,53,NA
16/09/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,17,42,NA
20/09/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,20,63,NA
23/09/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,21,48,NA
27/09/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,22,60,NA
30/09/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,24,89,NA
10/4/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,22,59,NA
10/7/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,28,86,NA
10/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,23,51,NA
14/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,20,65,NA
18/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,22,63,NA
21/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,23,72,NA
25/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,29,96,NA
26/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",21,47,138,NA
27/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,37,106,NA
28/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,24,69,NA
29/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,17,57,NA
11/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,20,80,NA
14/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,22,69,NA
17/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,20,65,NA
21/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,25,70,NA
24/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,24,83,NA
28/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,23,67,NA
12/1/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,21,62,NA
12/5/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,24,89,NA
12/8/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,21,80,NA
12/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,26,99,NA
15/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,22,89,NA
19/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,23,99,NA
22/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,26,71,NA
26/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,22,92,NA
29/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,24,77,NA
1/5/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,18,26,98,NA
1/8/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,17,25,101,NA
1/12/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,18,27,94,NA
15/01/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,18,26,96,NA
19/01/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,17,26,102,NA
22/01/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,17,25,88,NA
26/01/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,16,25,92,NA
29/01/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,16,24,94,NA
2/2/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,17,26,96,NA
2/5/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,17,26,98,NA
2/9/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,20,28,101,NA
2/12/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,18,24,113,NA
16/02/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,19,26,106,NA
19/02/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,19,25,102,NA
23/02/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,20,27,98,NA
26/02/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,21,28,101,NA
3/2/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,20,26,92,NA
3/5/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,18,25,96,NA
3/9/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,21,30,112,NA
3/12/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,22,30,118,NA
16/03/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,25,34,106,NA
19/03/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,20,31,114,NA
23/03/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,19,29,101,NA
26/03/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,24,32,108,NA
30/03/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,18,27,103,NA
4/2/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,21,29,96,NA
4/6/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,23,80,116,NA
4/9/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,23,34,120,NA
13/04/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,25,36,122,NA
16/04/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,22,94,117,NA
20/04/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,21,31,112,NA
23/04/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,19,29,108,NA
27/04/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,23,35,113,NA
30/04/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,22,30,104,NA
5/4/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,21,31,118,NA
5/7/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,23,32,116,NA
5/11/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,22,31,114,NA
14/05/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,23,33,121,NA
18/05/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,21,30,123,NA
21/05/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,21,30,124,NA
25/05/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,21,29,120,NA
28/05/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,22,29,119,NA
6/1/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,20,28,124,NA
6/4/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,23,31,126,NA
6/8/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,20,29,110,NA
6/11/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,19,28,107,NA
15/06/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,20,29,112,NA
18/06/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,20,29,116,NA
22/06/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,21,31,110,NA
25/06/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,17,26,105,NA
29/06/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,19,28,102,NA
7/2/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,20,29,108,NA
7/6/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,18,27,105,NA
7/9/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,15,24,96,NA
13/07/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,14,23,92,NA
16/07/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,17,25,88,NA
20/07/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,17,26,82,NA
23/07/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,15,24,86,NA
27/07/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,15,26,90,NA
30/07/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,14,24,84,NA
8/3/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,13,22,68,NA
8/6/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,13,22,76,NA
8/10/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,14,24,71,NA
13/08/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,13,21,60,NA
17/08/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,14,22,67,NA
20/08/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,13,21,64,NA
24/08/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,12,20,62,NA
27/08/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,13,22,70,NA
31/08/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,13,22,74,NA
9/3/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,14,24,72,NA
9/7/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,12,21,71,NA
9/10/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,16,24,78,NA
14/09/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,14,22,75,NA
17/09/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,14,22,76,NA
21/09/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,17,26,82,NA
24/09/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,15,24,78,NA
28/09/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,17,24,80,NA
10/1/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,14,23,74,NA
10/5/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,16,24,82,NA
10/8/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,18,26,96,NA
10/12/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,16,26,88,NA
15/10/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,17,25,90,NA
19/10/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,16,25,88,NA
22/10/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,18,26,92,NA
26/10/2011,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,18,28,94,NA
